"Customer_ID","Customer_Name","Age","Age_Group","Gender","City"
"CUST9131","Customer_249",38.0,"36-45","Female","Delhi"
"CUST4317","Customer_498",50.0,"46-55","Female","Delhi"
"CUST5702","Customer_381",48.0,"46-55","Female","Pune"
"CUST9379","Customer_263",38.0,"36-45","Female","Kolkata"
"CUST7664","Customer_376",43.0,"36-45","Female","Delhi"
"CUST1710","Customer_355",46.0,"46-55","Female","Hyderabad"
"CUST2680","Customer_90",65.0,"56+","Female","Patna"
"CUST6783","Customer_7",30.0,"26-35","Male","Kolkata"
"CUST8039","Customer_391",55.0,"46-55","Female","Kolkata"
"CUST7564","Customer_478",20.0,"18-25","Female","Patna"
"CUST8899","Customer_482",30.0,"26-35","Male","Delhi"
"CUST1453","Customer_60",51.0,"46-55","Male","Gaya"
"CUST5363","Customer_423",56.0,"56+","Male","Delhi"
"CUST8325","Customer_16",62.0,"56+","Female","Bengaluru"
"CUST3741","Customer_461",57.0,"56+","Female","Mumbai"
"CUST4758","Customer_372",63.0,"56+","Male","Pune"
"CUST1940","Customer_40",48.0,"46-55","Male","Gaya"
"CUST3024","Customer_332",22.0,"18-25","Female","Patna"
"CUST7981","Customer_196",46.0,"46-55","Male","Mumbai"
"CUST9259","Customer_276",30.0,"26-35","Male","Hyderabad"
"CUST4966","Customer_367",47.0,"46-55","Female","Bengaluru"
"CUST2632","Customer_321",56.0,"56+","Male","Kolkata"
"CUST3723","Customer_208",52.0,"46-55","Male","Kolkata"
"CUST8322","Customer_429",28.0,"26-35","Male","Hyderabad"
"CUST9464","Customer_357",39.0,"36-45","Male","Gaya"
"CUST4264","Customer_304",26.0,"26-35","Female","Patna"
"CUST8691","Customer_252",27.0,"26-35","Male","Patna"
"CUST7117","Customer_6",53.0,"46-55","Female","Gaya"
"CUST4167","Customer_113",41.0,"36-45","Female","Kolkata"
"CUST6969","Customer_83",41.0,"36-45","Female","Hyderabad"
"CUST9486","Customer_19",29.0,"26-35","Male","Hyderabad"
"CUST2708","Customer_57",52.0,"46-55","Male","Delhi"
"CUST1833","Customer_357",63.0,"56+","Male","Gaya"
"CUST8425","Customer_254",47.0,"46-55","Male","Delhi"
"CUST3911","Customer_304",26.0,"26-35","Female","Gaya"
"CUST2812","Customer_249",55.0,"46-55","Male","Gaya"
"CUST8000","Customer_275",51.0,"46-55","Male","Kolkata"
"CUST6862","Customer_257",45.0,"36-45","Female","Patna"
"CUST1616","Customer_288",44.0,"36-45","Female","Delhi"
"CUST2835","Customer_468",41.0,"36-45","Male","Kolkata"
"CUST7494","Customer_188",30.0,"26-35","Female","Mumbai"
"CUST8789","Customer_4",52.0,"46-55","Female","Delhi"
"CUST4457","Customer_212",31.0,"26-35","Female","Hyderabad"
"CUST6258","Customer_229",52.0,"46-55","Male","Pune"
"CUST9324","Customer_58",61.0,"56+","Female","Hyderabad"
"CUST2027","Customer_458",32.0,"26-35","Male","Gaya"
"CUST9966","Customer_199",44.0,"36-45","Male","Kolkata"
"CUST3747","Customer_322",47.0,"46-55","Female","Mumbai"
"CUST9303","Customer_321",44.0,"36-45","Female","Kolkata"
"CUST9282","Customer_322",58.0,"56+","Female","Mumbai"
"CUST1565","Customer_353",27.0,"26-35","Female","Delhi"
"CUST6704","Customer_335",24.0,"18-25","Female","Mumbai"
"CUST8023","Customer_118",50.0,"46-55","Female","Mumbai"
"CUST6860","Customer_168",30.0,"26-35","Male","Bengaluru"
"CUST2661","Customer_370",41.0,"36-45","Male","Delhi"
"CUST1316","Customer_3",37.0,"36-45","Female","Delhi"
"CUST7283","Customer_262",34.0,"26-35","Male","Mumbai"
"CUST3089","Customer_339",35.0,"26-35","Female","Kolkata"
"CUST8947","Customer_375",65.0,"56+","Female","Patna"
"CUST9042","Customer_354",31.0,"26-35","Female","Hyderabad"
"CUST8907","Customer_51",47.0,"46-55","Male","Hyderabad"
"CUST6260","Customer_455",37.0,"36-45","Male","Gaya"
"CUST9055","Customer_359",62.0,"56+","Male","Gaya"
"CUST3778","Customer_96",39.0,"36-45","Female","Bengaluru"
"CUST1090","Customer_316",45.0,"36-45","Female","Unknown"
"CUST6706","Customer_215",54.0,"46-55","Male","Mumbai"
"CUST8200","Customer_147",22.0,"18-25","Female","Patna"
"CUST5010","Customer_46",41.0,"36-45","Female","Pune"
"CUST5233","Customer_108",26.0,"26-35","Male","Mumbai"
"CUST4089","Customer_79",42.0,"36-45","Male","Gaya"
"CUST7568","Customer_12",65.0,"56+","Male","Gaya"
"CUST3835","Customer_256",45.0,"36-45","Male","Delhi"
"CUST1124","Customer_360",18.0,"18-25","Female","Patna"
"CUST8700","Customer_233",35.0,"26-35","Female","Mumbai"
"CUST2742","Customer_216",22.0,"18-25","Female","Delhi"
"CUST6394","Customer_338",57.0,"56+","Female","Bengaluru"
"CUST5133","Customer_86",56.0,"56+","Female","Pune"
"CUST5535","Customer_146",28.0,"26-35","Male","Gaya"
"CUST1419","Customer_226",28.0,"26-35","Male","Mumbai"
"CUST3972","Customer_336",20.0,"18-25","Male","Gaya"
"CUST2394","Customer_293",27.0,"26-35","Male","Patna"
"CUST7033","Customer_359",33.0,"26-35","Male","Gaya"
"CUST7824","Customer_21",20.0,"18-25","Male","Pune"
"CUST2039","Customer_32",31.0,"26-35","Male","Mumbai"
"CUST4569","Customer_238",38.0,"36-45","Male","Patna"
"CUST1780","Customer_250",64.0,"56+","Male","Hyderabad"
"CUST5244","Customer_44",41.0,"36-45","Male","Pune"
"CUST7188","Customer_180",37.0,"36-45","Male","Bengaluru"
"CUST7042","Customer_137",60.0,"56+","Male","Kolkata"
"CUST4646","Customer_365",36.0,"36-45","Female","Bengaluru"
"CUST3623","Customer_1",35.0,"26-35","Male","Mumbai"
"CUST1399","Customer_431",60.0,"56+","Male","Gaya"
"CUST7285","Customer_493",18.0,"18-25","Female","Hyderabad"
"CUST1401","Customer_151",35.0,"26-35","Male","Delhi"
"CUST9458","Customer_25",22.0,"18-25","Male","Delhi"
"CUST9612","Customer_463",21.0,"18-25","Male","Kolkata"
"CUST2520","Customer_93",34.0,"26-35","Female","Kolkata"
"CUST7491","Customer_139",46.0,"46-55","Female","Bengaluru"
"CUST3473","Customer_20",56.0,"56+","Male","Hyderabad"
"CUST6748","Customer_2",40.0,"36-45","Female","Patna"
"CUST4722","Customer_390",63.0,"56+","Male","Bengaluru"
"CUST5431","Customer_396",60.0,"56+","Female","Mumbai"
"CUST3316","Customer_458",41.0,"36-45","Female","Patna"
"CUST9510","Customer_345",21.0,"18-25","Female","Kolkata"
"CUST9273","Customer_162",32.0,"26-35","Female","Hyderabad"
"CUST5206","Customer_327",52.0,"46-55","Female","Patna"
"CUST3820","Customer_312",48.0,"46-55","Female","Delhi"
"CUST5791","Customer_113",62.0,"56+","Male","Patna"
"CUST2343","Customer_39",28.0,"26-35","Male","Patna"
"CUST6654","Customer_66",38.0,"36-45","Female","Pune"
"CUST8820","Customer_339",39.0,"36-45","Female","Kolkata"
"CUST9181","Customer_122",24.0,"18-25","Female","Patna"
"CUST8098","Customer_337",26.0,"26-35","Female","Patna"
"CUST6006","Customer_344",38.0,"36-45","Male","Delhi"
"CUST1094","Customer_91",31.0,"26-35","Female","Patna"
"CUST1468","Customer_266",49.0,"46-55","Female","Kolkata"
"CUST1936","Customer_15",59.0,"56+","Male","Delhi"
"CUST8399","Customer_160",40.0,"36-45","Male","Mumbai"
"CUST8075","Customer_401",62.0,"56+","Female","Patna"
"CUST8826","Customer_206",20.0,"18-25","Female","Gaya"
"CUST9700","Customer_441",25.0,"18-25","Female","Kolkata"
"CUST8600","Customer_53",42.0,"36-45","Male","Hyderabad"
"CUST8513","Customer_125",49.0,"46-55","Female","Pune"
"CUST8595","Customer_63",44.0,"36-45","Female","Mumbai"
"CUST9489","Customer_385",61.0,"56+","Male","Delhi"
"CUST7226","Customer_421",51.0,"46-55","Male","Mumbai"
"CUST1840","Customer_90",43.0,"36-45","Female","Kolkata"
"CUST9449","Customer_178",49.0,"46-55","Female","Mumbai"
"CUST3537","Customer_377",24.0,"18-25","Female","Pune"
"CUST4417","Customer_234",52.0,"46-55","Male","Mumbai"
"CUST4099","Customer_377",55.0,"46-55","Female","Delhi"
"CUST3107","Customer_99",21.0,"18-25","Female","Kolkata"
"CUST9111","Customer_235",61.0,"56+","Female","Kolkata"
"CUST8813","Customer_83",54.0,"46-55","Male","Bengaluru"
"CUST7221","Customer_478",39.0,"36-45","Male","Gaya"
"CUST5899","Customer_500",31.0,"26-35","Female","Gaya"
"CUST4483","Customer_109",63.0,"56+","Female","Patna"
"CUST4438","Customer_133",56.0,"56+","Female","Kolkata"
"CUST9123","Customer_395",27.0,"26-35","Female","Mumbai"
"CUST2364","Customer_290",34.0,"26-35","Female","Hyderabad"
"CUST6314","Customer_66",19.0,"18-25","Female","Gaya"
"CUST8128","Customer_101",48.0,"46-55","Male","Kolkata"
"CUST8583","Customer_290",37.0,"36-45","Female","Delhi"
"CUST4488","Customer_414",39.0,"36-45","Female","Kolkata"
"CUST5178","Customer_170",23.0,"18-25","Male","Mumbai"
"CUST9217","Customer_448",39.0,"36-45","Female","Delhi"
"CUST4150","Customer_415",31.0,"26-35","Female","Delhi"
"CUST3751","Customer_270",36.0,"36-45","Male","Bengaluru"
"CUST1991","Customer_359",41.0,"36-45","Female","Kolkata"
"CUST8124","Customer_344",33.0,"26-35","Female","Pune"
"CUST6678","Customer_241",41.0,"36-45","Male","Kolkata"
"CUST8268","Customer_18",47.0,"46-55","Female","Kolkata"
"CUST1835","Customer_81",61.0,"56+","Female","Gaya"
"CUST3497","Customer_408",57.0,"56+","Male","Patna"
"CUST1452","Customer_68",62.0,"56+","Female","Hyderabad"
"CUST7416","Customer_191",54.0,"46-55","Female","Hyderabad"
"CUST8649","Customer_160",30.0,"26-35","Male","Gaya"
"CUST7361","Customer_159",20.0,"18-25","Male","Hyderabad"
"CUST9567","Customer_218",38.0,"36-45","Male","Delhi"
"CUST6432","Customer_194",62.0,"56+","Male","Mumbai"
"CUST4934","Customer_25",41.0,"36-45","Male","Bengaluru"
"CUST6845","Customer_337",34.0,"26-35","Male","Hyderabad"
"CUST1252","Customer_81",24.0,"18-25","Male","Pune"
"CUST9488","Customer_147",37.0,"36-45","Male","Pune"
"CUST4810","Customer_416",18.0,"18-25","Male","Kolkata"
"CUST1106","Customer_135",31.0,"26-35","Male","Patna"
"CUST3004","Customer_162",46.0,"46-55","Female","Pune"
"CUST6421","Customer_218",22.0,"18-25","Male","Gaya"
"CUST9384","Customer_230",28.0,"26-35","Female","Mumbai"
"CUST9081","Customer_244",63.0,"56+","Female","Mumbai"
"CUST6589","Customer_367",30.0,"26-35","Male","Kolkata"
"CUST7844","Customer_469",53.0,"46-55","Male","Patna"
"CUST4673","Customer_386",42.0,"36-45","Female","Delhi"
"CUST7504","Customer_183",52.0,"46-55","Male","Pune"
"CUST6921","Customer_68",62.0,"56+","Female","Patna"
"CUST4109","Customer_31",53.0,"46-55","Female","Delhi"
"CUST2181","Customer_125",41.0,"36-45","Female","Bengaluru"
"CUST8708","Customer_293",59.0,"56+","Male","Kolkata"
"CUST7219","Customer_391",30.0,"26-35","Male","Pune"
"CUST5516","Customer_343",21.0,"18-25","Male","Kolkata"
"CUST9562","Customer_162",39.0,"36-45","Male","Mumbai"
"CUST8347","Customer_236",55.0,"46-55","Male","Hyderabad"
"CUST3567","Customer_407",21.0,"18-25","Male","Bengaluru"
"CUST8110","Customer_268",54.0,"46-55","Male","Delhi"
"CUST4584","Customer_138",18.0,"18-25","Female","Pune"
"CUST4537","Customer_9",63.0,"56+","Male","Gaya"
"CUST5154","Customer_453",20.0,"18-25","Male","Mumbai"
"CUST9614","Customer_235",23.0,"18-25","Male","Bengaluru"
"CUST8300","Customer_242",44.0,"36-45","Female","Hyderabad"
"CUST1673","Customer_103",18.0,"18-25","Male","Gaya"
"CUST7016","Customer_88",33.0,"26-35","Female","Pune"
"CUST2672","Customer_324",27.0,"26-35","Female","Pune"
"CUST3237","Customer_341",48.0,"46-55","Female","Kolkata"
"CUST6684","Customer_426",59.0,"56+","Male","Bengaluru"
"CUST3321","Customer_151",20.0,"18-25","Female","Bengaluru"
"CUST2904","Customer_269",60.0,"56+","Female","Bengaluru"
"CUST1681","Customer_160",60.0,"56+","Male","Delhi"
"CUST7863","Customer_316",37.0,"36-45","Female","Gaya"
"CUST2218","Customer_392",57.0,"56+","Male","Delhi"
"CUST6288","Customer_407",55.0,"46-55","Male","Kolkata"
"CUST8502","Customer_220",47.0,"46-55","Male","Unknown"
"CUST1433","Customer_391",47.0,"46-55","Female","Mumbai"
"CUST4997","Customer_371",31.0,"26-35","Male","Hyderabad"
"CUST2827","Customer_287",35.0,"26-35","Male","Hyderabad"
"CUST4559","Customer_466",57.0,"56+","Female","Bengaluru"
"CUST7093","Customer_174",23.0,"18-25","Male","Mumbai"
"CUST8364","Customer_325",21.0,"18-25","Male","Hyderabad"
"CUST3285","Customer_232",30.0,"26-35","Female","Mumbai"
"CUST1104","Customer_328",64.0,"56+","Female","Hyderabad"
"CUST5155","Customer_165",57.0,"56+","Male","Bengaluru"
"CUST3966","Customer_338",47.0,"46-55","Female","Hyderabad"
"CUST2093","Customer_428",38.0,"36-45","Female","Mumbai"
"CUST9957","Customer_116",29.0,"26-35","Female","Pune"
"CUST3682","Customer_132",56.0,"56+","Female","Kolkata"
"CUST4110","Customer_73",59.0,"56+","Female","Kolkata"
"CUST2597","Customer_354",22.0,"18-25","Male","Kolkata"
"CUST8390","Customer_297",47.0,"46-55","Female","Mumbai"
"CUST4270","Customer_266",30.0,"26-35","Male","Kolkata"
"CUST3138","Customer_440",30.0,"26-35","Female","Mumbai"
"CUST4602","Customer_150",26.0,"26-35","Female","Pune"
"CUST7631","Customer_115",62.0,"56+","Female","Gaya"
"CUST7317","Customer_70",54.0,"46-55","Female","Delhi"
"CUST2644","Customer_222",24.0,"18-25","Male","Pune"
"CUST9674","Customer_232",41.0,"36-45","Female","Mumbai"
"CUST3078","Customer_230",22.0,"18-25","Male","Gaya"
"CUST8962","Customer_440",30.0,"26-35","Female","Kolkata"
"CUST7236","Customer_366",38.0,"36-45","Male","Gaya"
"CUST4420","Customer_268",38.0,"36-45","Male","Gaya"
"CUST6621","Customer_104",19.0,"18-25","Female","Mumbai"
"CUST8532","Customer_323",43.0,"36-45","Female","Delhi"
"CUST6658","Customer_274",60.0,"56+","Male","Patna"
"CUST4742","Customer_177",21.0,"18-25","Male","Kolkata"
"CUST2744","Customer_300",28.0,"26-35","Male","Bengaluru"
"CUST6870","Customer_53",51.0,"46-55","Female","Hyderabad"
"CUST1175","Customer_472",20.0,"18-25","Female","Gaya"
"CUST3745","Customer_138",55.0,"46-55","Female","Hyderabad"
"CUST6638","Customer_350",45.0,"36-45","Male","Bengaluru"
"CUST4037","Customer_205",30.0,"26-35","Male","Kolkata"
"CUST8877","Customer_105",23.0,"18-25","Female","Kolkata"
"CUST6096","Customer_53",51.0,"46-55","Female","Patna"
"CUST7371","Customer_463",38.0,"36-45","Female","Bengaluru"
"CUST4532","Customer_68",52.0,"46-55","Male","Pune"
"CUST6697","Customer_137",26.0,"26-35","Male","Pune"
"CUST7615","Customer_277",37.0,"36-45","Male","Patna"
"CUST8431","Customer_90",28.0,"26-35","Male","Delhi"
"CUST8657","Customer_495",58.0,"56+","Female","Delhi"
"CUST6762","Customer_235",47.0,"46-55","Male","Delhi"
"CUST5477","Customer_249",37.0,"36-45","Female","Kolkata"
"CUST8338","Customer_90",38.0,"36-45","Male","Pune"
"CUST3850","Customer_163",27.0,"26-35","Female","Kolkata"
"CUST8017","Customer_371",37.0,"36-45","Male","Patna"
"CUST5295","Customer_223",58.0,"56+","Female","Kolkata"
"CUST4553","Customer_489",44.0,"36-45","Female","Kolkata"
"CUST1269","Customer_423",22.0,"18-25","Female","Gaya"
"CUST6578","Customer_194",64.0,"56+","Female","Hyderabad"
"CUST2832","Customer_204",22.0,"18-25","Male","Pune"
"CUST8314","Customer_440",28.0,"26-35","Female","Gaya"
"CUST7026","Customer_317",28.0,"26-35","Male","Bengaluru"
"CUST2793","Customer_462",32.0,"26-35","Female","Gaya"
"CUST7522","Customer_322",53.0,"46-55","Female","Kolkata"
"CUST1987","Customer_35",24.0,"18-25","Male","Kolkata"
"CUST9414","Customer_359",61.0,"56+","Female","Hyderabad"
"CUST2589","Customer_426",49.0,"46-55","Male","Delhi"
"CUST8851","Customer_118",64.0,"56+","Male","Kolkata"
"CUST4103","Customer_454",33.0,"26-35","Male","Pune"
"CUST2138","Customer_303",42.0,"36-45","Female","Gaya"
"CUST5624","Customer_25",22.0,"18-25","Male","Patna"
"CUST9518","Customer_192",22.0,"18-25","Male","Pune"
"CUST9339","Customer_127",55.0,"46-55","Male","Patna"
"CUST6348","Customer_412",22.0,"18-25","Female","Kolkata"
"CUST3730","Customer_273",41.0,"36-45","Female","Unknown"
"CUST8058","Customer_273",60.0,"56+","Female","Pune"
"CUST2921","Customer_420",27.0,"26-35","Male","Patna"
"CUST9650","Customer_361",33.0,"26-35","Female","Hyderabad"
"CUST2604","Customer_356",40.0,"36-45","Male","Kolkata"
"CUST9651","Customer_461",60.0,"56+","Female","Delhi"
"CUST1637","Customer_70",59.0,"56+","Male","Patna"
"CUST9515","Customer_52",29.0,"26-35","Female","Kolkata"
"CUST7173","Customer_44",21.0,"18-25","Male","Hyderabad"
"CUST6279","Customer_97",21.0,"18-25","Female","Kolkata"
"CUST2867","Customer_221",61.0,"56+","Male","Hyderabad"
"CUST3851","Customer_487",59.0,"56+","Male","Delhi"
"CUST8729","Customer_72",48.0,"46-55","Male","Kolkata"
"CUST3580","Customer_60",56.0,"56+","Female","Gaya"
"CUST8834","Customer_413",61.0,"56+","Female","Mumbai"
"CUST6815","Customer_295",43.0,"36-45","Female","Patna"
"CUST1790","Customer_12",43.0,"36-45","Male","Hyderabad"
"CUST9952","Customer_453",30.0,"26-35","Female","Bengaluru"
"CUST7600","Customer_208",23.0,"18-25","Male","Pune"
"CUST9628","Customer_422",27.0,"26-35","Male","Bengaluru"
"CUST5415","Customer_460",29.0,"26-35","Female","Delhi"
"CUST6752","Customer_52",65.0,"56+","Male","Kolkata"
"CUST7110","Customer_176",60.0,"56+","Male","Hyderabad"
"CUST5240","Customer_379",43.0,"36-45","Male","Patna"
"CUST5505","Customer_189",38.0,"36-45","Female","Bengaluru"
"CUST6116","Customer_343",32.0,"26-35","Female","Gaya"
"CUST3566","Customer_430",45.0,"36-45","Female","Patna"
"CUST3948","Customer_465",38.0,"36-45","Male","Hyderabad"
"CUST2369","Customer_259",56.0,"56+","Male","Mumbai"
"CUST3542","Customer_156",51.0,"46-55","Male","Patna"
"CUST7724","Customer_365",38.0,"36-45","Male","Kolkata"
"CUST5419","Customer_263",65.0,"56+","Female","Patna"
"CUST6571","Customer_156",43.0,"36-45","Female","Pune"
"CUST7650","Customer_453",50.0,"46-55","Male","Kolkata"
"CUST7445","Customer_233",60.0,"56+","Female","Bengaluru"
"CUST6565","Customer_431",50.0,"46-55","Female","Gaya"
"CUST2969","Customer_287",59.0,"56+","Male","Kolkata"
"CUST3298","Customer_155",63.0,"56+","Female","Kolkata"
"CUST3260","Customer_237",55.0,"46-55","Male","Mumbai"
"CUST9962","Customer_161",45.0,"36-45","Male","Mumbai"
"CUST6814","Customer_70",62.0,"56+","Male","Bengaluru"
"CUST2859","Customer_395",21.0,"18-25","Female","Kolkata"
"CUST7228","Customer_200",21.0,"18-25","Female","Bengaluru"
"CUST2551","Customer_343",19.0,"18-25","Male","Patna"
"CUST5718","Customer_251",62.0,"56+","Female","Kolkata"
"CUST8242","Customer_492",51.0,"46-55","Male","Mumbai"
"CUST1618","Customer_166",41.0,"36-45","Male","Patna"
"CUST3297","Customer_465",47.0,"46-55","Male","Gaya"
"CUST4901","Customer_327",29.0,"26-35","Female","Mumbai"
"CUST3189","Customer_384",30.0,"26-35","Female","Kolkata"
"CUST3690","Customer_413",32.0,"26-35","Female","Delhi"
"CUST7876","Customer_34",57.0,"56+","Male","Bengaluru"
"CUST6442","Customer_10",62.0,"56+","Male","Kolkata"
"CUST9514","Customer_180",28.0,"26-35","Female","Patna"
"CUST7903","Customer_163",60.0,"56+","Female","Bengaluru"
"CUST1658","Customer_324",52.0,"46-55","Male","Hyderabad"
"CUST6719","Customer_394",30.0,"26-35","Female","Patna"
"CUST4941","Customer_457",50.0,"46-55","Female","Mumbai"
"CUST5851","Customer_418",50.0,"46-55","Male","Patna"
"CUST1149","Customer_14",40.0,"36-45","Female","Hyderabad"
"CUST6336","Customer_63",52.0,"46-55","Male","Delhi"
"CUST1960","Customer_367",44.0,"36-45","Male","Kolkata"
"CUST6933","Customer_224",23.0,"18-25","Female","Patna"
"CUST8754","Customer_77",28.0,"26-35","Male","Kolkata"
"CUST4979","Customer_273",45.0,"36-45","Male","Mumbai"
"CUST6340","Customer_125",37.0,"36-45","Female","Gaya"
"CUST7814","Customer_134",20.0,"18-25","Female","Bengaluru"
"CUST8199","Customer_39",64.0,"56+","Female","Gaya"
"CUST9718","Customer_11",57.0,"56+","Female","Unknown"
"CUST7065","Customer_335",24.0,"18-25","Female","Bengaluru"
"CUST6162","Customer_165",42.0,"36-45","Male","Mumbai"
"CUST6944","Customer_460",33.0,"26-35","Male","Gaya"
"CUST8319","Customer_362",44.0,"36-45","Male","Delhi"
"CUST6540","Customer_230",19.0,"18-25","Male","Kolkata"
"CUST8453","Customer_68",53.0,"46-55","Female","Patna"
"CUST5605","Customer_23",30.0,"26-35","Female","Kolkata"
"CUST8704","Customer_440",20.0,"18-25","Female","Kolkata"
"CUST3264","Customer_227",51.0,"46-55","Female","Gaya"
"CUST9364","Customer_352",62.0,"56+","Female","Gaya"
"CUST5389","Customer_362",44.0,"36-45","Female","Mumbai"
"CUST8766","Customer_140",47.0,"46-55","Female","Hyderabad"
"CUST7544","Customer_225",26.0,"26-35","Male","Mumbai"
"CUST8217","Customer_83",43.0,"36-45","Female","Delhi"
"CUST6780","Customer_262",42.0,"36-45","Female","Hyderabad"
"CUST9804","Customer_284",32.0,"26-35","Male","Patna"
"CUST5876","Customer_389",42.0,"36-45","Female","Patna"
"CUST1026","Customer_445",65.0,"56+","Female","Kolkata"
"CUST5432","Customer_163",57.0,"56+","Male","Patna"
"CUST8575","Customer_481",21.0,"18-25","Male","Patna"
"CUST5455","Customer_287",26.0,"26-35","Male","Bengaluru"
"CUST2834","Customer_98",41.0,"36-45","Male","Kolkata"
"CUST4431","Customer_177",19.0,"18-25","Male","Gaya"
"CUST3744","Customer_2",20.0,"18-25","Female","Mumbai"
"CUST1962","Customer_116",23.0,"18-25","Male","Delhi"
"CUST7787","Customer_139",40.0,"36-45","Male","Pune"
"CUST3679","Customer_242",48.0,"46-55","Male","Patna"
"CUST8455","Customer_468",37.0,"36-45","Female","Bengaluru"
"CUST4973","Customer_443",24.0,"18-25","Male","Kolkata"
"CUST7578","Customer_245",38.0,"36-45","Female","Delhi"
"CUST9287","Customer_281",54.0,"46-55","Female","Bengaluru"
"CUST3430","Customer_184",51.0,"46-55","Female","Kolkata"
"CUST9817","Customer_388",45.0,"36-45","Male","Patna"
"CUST7072","Customer_4",62.0,"56+","Female","Gaya"
"CUST3327","Customer_94",19.0,"18-25","Female","Pune"
"CUST2202","Customer_26",26.0,"26-35","Female","Patna"
"CUST3767","Customer_470",49.0,"46-55","Female","Hyderabad"
"CUST4947","Customer_352",58.0,"56+","Male","Bengaluru"
"CUST4888","Customer_13",38.0,"36-45","Male","Pune"
"CUST4112","Customer_71",33.0,"26-35","Female","Kolkata"
"CUST1442","Customer_371",22.0,"18-25","Female","Pune"
"CUST2757","Customer_366",55.0,"46-55","Male","Patna"
"CUST5319","Customer_129",35.0,"26-35","Female","Mumbai"
"CUST4391","Customer_214",36.0,"36-45","Male","Hyderabad"
"CUST7473","Customer_372",36.0,"36-45","Female","Mumbai"
"CUST9104","Customer_443",37.0,"36-45","Male","Bengaluru"
"CUST7091","Customer_1",48.0,"46-55","Female","Mumbai"
"CUST1258","Customer_443",40.0,"36-45","Male","Hyderabad"
"CUST1691","Customer_177",55.0,"46-55","Male","Mumbai"
"CUST9404","Customer_463",19.0,"18-25","Female","Gaya"
"CUST1779","Customer_378",65.0,"56+","Female","Delhi"
"CUST4651","Customer_359",54.0,"46-55","Male","Kolkata"
"CUST9027","Customer_153",43.0,"36-45","Female","Mumbai"
"CUST1396","Customer_479",34.0,"26-35","Male","Pune"
"CUST9132","Customer_210",21.0,"18-25","Female","Pune"
"CUST4926","Customer_102",45.0,"36-45","Male","Delhi"
"CUST3987","Customer_126",55.0,"46-55","Female","Pune"
"CUST5136","Customer_257",30.0,"26-35","Male","Mumbai"
"CUST8849","Customer_380",19.0,"18-25","Female","Patna"
"CUST3603","Customer_448",56.0,"56+","Female","Delhi"
"CUST4073","Customer_353",25.0,"18-25","Female","Pune"
"CUST7068","Customer_106",24.0,"18-25","Male","Hyderabad"
"CUST5762","Customer_404",20.0,"18-25","Female","Mumbai"
"CUST1611","Customer_451",49.0,"46-55","Male","Patna"
"CUST1806","Customer_354",58.0,"56+","Male","Patna"
"CUST4730","Customer_484",20.0,"18-25","Female","Patna"
"CUST7164","Customer_251",64.0,"56+","Male","Pune"
"CUST3867","Customer_54",41.0,"36-45","Female","Unknown"
"CUST6152","Customer_438",39.0,"36-45","Female","Bengaluru"
"CUST6881","Customer_158",41.0,"36-45","Female","Delhi"
"CUST3438","Customer_98",56.0,"56+","Male","Patna"
"CUST1890","Customer_277",21.0,"18-25","Male","Gaya"
"CUST9994","Customer_13",49.0,"46-55","Male","Delhi"
"CUST1906","Customer_76",36.0,"36-45","Male","Hyderabad"
"CUST4977","Customer_359",33.0,"26-35","Male","Mumbai"
"CUST6241","Customer_242",55.0,"46-55","Male","Hyderabad"
"CUST1759","Customer_71",64.0,"56+","Female","Delhi"
"CUST4515","Customer_281",48.0,"46-55","Female","Hyderabad"
"CUST6309","Customer_345",55.0,"46-55","Female","Mumbai"
"CUST2384","Customer_365",49.0,"46-55","Male","Gaya"
"CUST5025","Customer_159",28.0,"26-35","Female","Patna"
"CUST1753","Customer_493",58.0,"56+","Female","Hyderabad"
"CUST7186","Customer_150",36.0,"36-45","Female","Mumbai"
"CUST2804","Customer_115",32.0,"26-35","Female","Pune"
"CUST1997","Customer_219",29.0,"26-35","Female","Patna"
"CUST7609","Customer_327",41.0,"36-45","Female","Pune"
"CUST6414","Customer_82",30.0,"26-35","Male","Delhi"
"CUST3652","Customer_436",59.0,"56+","Male","Hyderabad"
"CUST4106","Customer_226",33.0,"26-35","Male","Gaya"
"CUST7933","Customer_232",50.0,"46-55","Male","Bengaluru"
"CUST9299","Customer_13",62.0,"56+","Female","Delhi"
"CUST5160","Customer_144",52.0,"46-55","Female","Delhi"
"CUST2260","Customer_325",54.0,"46-55","Male","Kolkata"
"CUST7676","Customer_42",39.0,"36-45","Female","Bengaluru"
"CUST7405","Customer_15",57.0,"56+","Male","Mumbai"
"CUST4565","Customer_359",65.0,"56+","Female","Delhi"
"CUST6319","Customer_393",32.0,"26-35","Female","Bengaluru"
"CUST4077","Customer_138",50.0,"46-55","Male","Mumbai"
"CUST8537","Customer_494",50.0,"46-55","Female","Hyderabad"
"CUST2025","Customer_239",37.0,"36-45","Female","Delhi"
"CUST1122","Customer_447",65.0,"56+","Female","Kolkata"
"CUST5413","Customer_20",62.0,"56+","Male","Bengaluru"
"CUST8466","Customer_66",43.0,"36-45","Male","Hyderabad"
"CUST9493","Customer_34",35.0,"26-35","Male","Gaya"
"CUST3576","Customer_397",53.0,"46-55","Male","Hyderabad"
"CUST2586","Customer_386",64.0,"56+","Male","Pune"
"CUST3499","Customer_139",20.0,"18-25","Male","Mumbai"
