"Order_ID","Customer_ID","Product","Order_Date","Order_Year","Order_Quarter","Quantity","Unit_Price","Total_Sales","Product_ID"
"ORD100324","CUST2094","Book","2025-07-20",2025,3,4,28385.87,113543.48,2
"ORD100325","CUST7196","Chair","2025-08-26",2025,3,8,33388.11,267104.88,6
"ORD100326","CUST2537","Mobile","2025-05-27",2025,2,1,1005.21,1005.21,3
"ORD100327","CUST9627","Rice","2025-03-30",2025,1,5,27900.36,139501.8,1
"ORD100328","CUST3044","Rice","2025-05-06",2025,2,10,31855.44,318554.4,1
"ORD100329","CUST9693","Book","2025-04-12",2025,2,9,45988.02,413892.18,2
"ORD100330","CUST5621","Shoes","2025-10-14",2025,4,7,19261.81,134832.67,5
"ORD100331","CUST6067","Laptop","2025-04-28",2025,2,8,22233.15,177865.2,4
"ORD100332","CUST9465","Shoes","2025-02-03",2025,1,4,2247.11,8988.44,5
"ORD100333","CUST3773","Chair","2025-07-23",2025,3,6,27965.93,167795.58,6
"ORD100334","CUST5933","Chair","2025-01-29",2025,1,5,13013.63,65068.15,6
"ORD100335","CUST8904","Rice","2025-10-16",2025,4,2,31943.19,63886.38,1
"ORD100336","CUST2599","Laptop","2025-02-24",2025,1,5,26823.14,134115.7,4
"ORD100337","CUST5249","Shoes","2025-12-05",2025,4,10,11637.38,116373.8,5
"ORD100338","CUST9849","Chair","2025-09-21",2025,3,5,38518.95,192594.75,6
"ORD100339","CUST3891","Laptop","2025-03-02",2025,1,6,25123.86,150743.16,4
"ORD100340","CUST8154","Mobile","2025-10-28",2025,4,9,47289.86,425608.74,3
"ORD100341","CUST1614","Book","2025-02-13",2025,1,4,18655.09,74620.36,2
"ORD100342","CUST9557","Book","2025-01-28",2025,1,3,45718.65,137155.95,2
"ORD100343","CUST9253","Rice","2025-10-29",2025,4,10,21580.33,215803.3,1
"ORD100344","CUST2794","Shoes","2025-12-18",2025,4,5,10932.32,54661.6,5
"ORD100345","CUST1463","Mobile","2025-05-01",2025,2,6,12740.73,76444.38,3
"ORD100346","CUST2051","Rice","2025-02-09",2025,1,9,12137.54,109237.86,1
"ORD100347","CUST1577","Shoes","2025-02-16",2025,1,1,36943.51,36943.51,5
"ORD100348","CUST7654","Rice","2025-07-16",2025,3,2,33566.2,67132.4,1
"ORD100349","CUST9304","Shoes","2025-03-27",2025,1,2,32332.27,64664.54,5
"ORD100350","CUST9709","Laptop","2025-07-11",2025,3,8,47254.7,378037.6,4
"ORD100351","CUST6828","Chair","2025-03-26",2025,1,3,42538.14,127614.42,6
"ORD100352","CUST1170","Mobile","2025-02-24",2025,1,4,25840.34,103361.36,3
"ORD100353","CUST3075","Laptop","2025-02-13",2025,1,1,8162.84,8162.84,4
"ORD100354","CUST7104","Chair","2025-11-08",2025,4,5,49012.25,245061.25,6
"ORD100355","CUST3265","Rice","2025-10-20",2025,4,5,19538.67,97693.35,1
"ORD100356","CUST4601","Book","2025-08-17",2025,3,1,5053.68,5053.68,2
"ORD100357","CUST5743","Laptop","2025-07-15",2025,3,6,14400.18,86401.08,4
"ORD100358","CUST8871","Chair","2025-08-11",2025,3,4,28464.26,113857.04,6
"ORD100359","CUST3763","Shoes","2025-01-26",2025,1,5,40682.5,203412.5,5
"ORD100361","CUST7309","Book","2025-04-26",2025,2,6,42742.96,256457.76,2
"ORD100362","CUST3281","Laptop","2025-10-01",2025,4,10,19010.69,190106.9,4
"ORD100363","CUST9724","Laptop","2025-04-30",2025,2,5,31244.32,156221.6,4
"ORD100364","CUST5468","Laptop","2025-11-16",2025,4,7,42733.08,299131.56,4
"ORD100365","CUST7621","Shoes","2025-12-30",2025,4,1,44751.42,44751.42,5
"ORD100366","CUST9551","Mobile","2025-03-13",2025,1,10,47493.59,474935.9,3
"ORD100367","CUST3023","Shoes","2025-09-07",2025,3,8,46122.45,368979.6,5
"ORD100368","CUST5318","Shoes","2025-06-06",2025,2,3,31028.12,93084.36,5
"ORD100369","CUST9900","Shoes","2025-06-12",2025,2,2,48986.48,97972.96,5
"ORD100370","CUST6142","Mobile","2025-01-26",2025,1,10,12839.38,128393.8,3
"ORD100371","CUST8318","Mobile","2025-09-25",2025,3,1,6050.27,6050.27,3
"ORD100372","CUST9485","Mobile","2025-06-15",2025,2,2,42518.8,85037.6,3
"ORD100373","CUST9022","Rice","2025-06-04",2025,2,4,22806.21,91224.84,1
"ORD100374","CUST4041","Laptop","2025-01-18",2025,1,4,39453.46,157813.84,4
"ORD100375","CUST5835","Laptop","2025-05-06",2025,2,2,28311.58,56623.16,4
"ORD100376","CUST9776","Rice","2025-02-28",2025,1,3,11513.96,34541.88,1
"ORD100377","CUST9292","Shoes","2025-10-25",2025,4,8,16079.7,128637.6,5
"ORD100378","CUST3607","Book","2025-09-29",2025,3,5,21152.92,105764.6,2
"ORD100379","CUST1032","Mobile","2025-04-28",2025,2,7,20998.7,146990.9,3
"ORD100380","CUST6531","Rice","2025-04-04",2025,2,6,13054.61,78327.66,1
"ORD100381","CUST4482","Mobile","2025-06-07",2025,2,9,46780.58,421025.22,3
"ORD100382","CUST4655","Shoes","2025-10-16",2025,4,7,34258.83,239811.81,5
"ORD100383","CUST3365","Mobile","2025-08-25",2025,3,7,17055.84,119390.88,3
"ORD100384","CUST1481","Chair","2025-10-15",2025,4,10,7876.48,78764.8,6
"ORD100385","CUST2242","Mobile","2025-11-24",2025,4,10,34976.79,349767.9,3
"ORD100386","CUST8164","Chair","2025-06-30",2025,2,8,38672.34,309378.72,6
"ORD100387","CUST9469","Shoes","2025-06-17",2025,2,1,48695.59,48695.59,5
"ORD100388","CUST3129","Book","2025-10-04",2025,4,9,41871.43,376842.87,2
"ORD100389","CUST6180","Mobile","2025-08-30",2025,3,6,26179.81,157078.86,3
"ORD100390","CUST2671","Shoes","2025-03-23",2025,1,1,23398.57,23398.57,5
"ORD100391","CUST6111","Laptop","2025-03-30",2025,1,5,24596.56,122982.8,4
"ORD100392","CUST9927","Shoes","2025-08-11",2025,3,1,35804.49,35804.49,5
"ORD100393","CUST3393","Mobile","2025-09-09",2025,3,3,36239.15,108717.45,3
"ORD100394","CUST5569","Shoes","2025-11-22",2025,4,5,21143.07,105715.35,5
"ORD100395","CUST5128","Rice","2025-04-01",2025,2,8,30277.06,242216.48,1
"ORD100396","CUST8053","Laptop","2025-10-26",2025,4,4,41264.56,165058.24,4
"ORD100397","CUST3345","Book","2025-02-12",2025,1,5,11761.9,58809.5,2
"ORD100398","CUST6600","Mobile","2025-03-07",2025,1,9,48807.37,439266.33,3
"ORD100399","CUST5615","Rice","2025-06-14",2025,2,4,1895.99,7583.96,1
"ORD100400","CUST5102","Book","2025-04-20",2025,2,3,26269.62,78808.86,2
"ORD100401","CUST6037","Mobile","2025-01-13",2025,1,2,1793.29,3586.58,3
"ORD100402","CUST2137","Shoes","2025-04-05",2025,2,5,18223.06,91115.3,5
"ORD100403","CUST4625","Book","2025-02-22",2025,1,7,43850.91,306956.37,2
"ORD100404","CUST4414","Book","2025-01-10",2025,1,1,15617.29,15617.29,2
"ORD100405","CUST5778","Shoes","2025-04-05",2025,2,2,36062.36,72124.72,5
"ORD100406","CUST1528","Mobile","2025-03-21",2025,1,2,24194.96,48389.92,3
"ORD100407","CUST5430","Shoes","2025-06-29",2025,2,3,46253.94,138761.82,5
"ORD100408","CUST8759","Chair","2025-02-28",2025,1,1,22534.47,22534.47,6
"ORD100409","CUST9421","Shoes","2025-01-23",2025,1,5,23003.28,115016.4,5
"ORD100410","CUST3440","Laptop","2025-07-07",2025,3,5,6619.66,33098.3,4
"ORD100411","CUST6631","Book","2025-07-11",2025,3,4,7231.17,28924.68,2
"ORD100412","CUST9089","Book","2025-12-16",2025,4,10,14441.39,144413.9,2
"ORD100413","CUST4703","Laptop","2025-12-03",2025,4,4,39636.15,158544.6,4
"ORD100414","CUST4598","Shoes","2025-07-18",2025,3,10,6633.6,66336.0,5
"ORD100415","CUST3277","Mobile","2025-01-16",2025,1,6,31722.52,190335.12,3
"ORD100416","CUST5932","Rice","2025-06-30",2025,2,3,24990.09,74970.27,1
"ORD100417","CUST7628","Chair","2025-03-25",2025,1,6,26716.59,160299.54,6
"ORD100418","CUST9942","Mobile","2025-06-04",2025,2,8,28813.93,230511.44,3
"ORD100419","CUST6436","Shoes","2025-08-21",2025,3,2,2209.43,4418.86,5
"ORD100420","CUST2231","Mobile","2025-05-12",2025,2,2,572.39,1144.78,3
"ORD100421","CUST2956","Chair","2025-10-04",2025,4,5,26522.29,132611.45,6
"ORD100422","CUST1764","Laptop","2025-12-23",2025,4,2,25875.53,51751.06,4
"ORD100423","CUST9649","Mobile","2025-04-03",2025,2,9,37176.15,334585.35,3
"ORD100424","CUST6655","Laptop","2025-10-03",2025,4,10,315.67,3156.7,4
"ORD100425","CUST4284","Mobile","2025-02-28",2025,1,1,30640.69,30640.69,3
"ORD100426","CUST4269","Laptop","2025-06-21",2025,2,8,23432.88,187463.04,4
"ORD100427","CUST1253","Laptop","2025-05-31",2025,2,3,29297.53,87892.59,4
"ORD100428","CUST9754","Chair","2025-02-14",2025,1,6,33928.27,203569.62,6
"ORD100429","CUST2697","Book","2025-08-08",2025,3,6,13857.45,83144.7,2
"ORD100430","CUST9209","Laptop","2025-10-24",2025,4,9,29804.26,268238.34,4
"ORD100431","CUST4215","Shoes","2025-07-21",2025,3,9,12279.11,110511.99,5
"ORD100432","CUST2935","Mobile","2025-02-04",2025,1,6,5060.75,30364.5,3
"ORD100433","CUST9381","Laptop","2025-05-11",2025,2,2,42427.93,84855.86,4
"ORD100434","CUST4982","Mobile","2025-06-10",2025,2,10,43997.22,439972.2,3
"ORD100435","CUST4849","Rice","2025-01-05",2025,1,1,28812.06,28812.06,1
"ORD100436","CUST3418","Mobile","2025-05-28",2025,2,1,1229.02,1229.02,3
"ORD100437","CUST3459","Mobile","2025-08-01",2025,3,3,29528.77,88586.31,3
"ORD100438","CUST7937","Chair","2025-11-29",2025,4,9,24864.11,223776.99,6
"ORD100439","CUST8269","Book","2025-12-13",2025,4,8,11693.63,93549.04,2
"ORD100440","CUST9209","Shoes","2025-05-26",2025,2,2,5988.17,11976.34,5
"ORD100441","CUST9619","Mobile","2025-01-22",2025,1,1,3839.04,3839.04,3
"ORD100442","CUST6887","Chair","2025-08-30",2025,3,5,3146.73,15733.65,6
"ORD100443","CUST8515","Chair","2025-07-24",2025,3,7,33771.26,236398.82,6
"ORD100444","CUST9942","Mobile","2025-10-01",2025,4,3,28342.81,85028.43,3
"ORD100445","CUST1256","Mobile","2025-06-16",2025,2,5,48457.94,242289.7,3
"ORD100446","CUST1841","Book","2025-02-23",2025,1,2,41096.75,82193.5,2
"ORD100447","CUST2777","Mobile","2025-02-28",2025,1,9,19415.21,174736.89,3
"ORD100448","CUST2031","Shoes","2025-02-08",2025,1,4,8654.13,34616.52,5
"ORD100449","CUST9219","Laptop","2025-02-02",2025,1,5,26337.15,131685.75,4
"ORD100450","CUST6714","Book","2025-02-13",2025,1,10,43946.96,439469.6,2
"ORD100451","CUST3773","Chair","2025-02-28",2025,1,8,30576.0,244608.0,6
"ORD100452","CUST5766","Shoes","2025-01-22",2025,1,7,32289.77,226028.39,5
"ORD100453","CUST1189","Shoes","2025-08-30",2025,3,2,18153.87,36307.74,5
"ORD100454","CUST4756","Laptop","2025-09-15",2025,3,1,5815.69,5815.69,4
"ORD100455","CUST9125","Chair","2025-08-10",2025,3,1,47927.36,47927.36,6
"ORD100456","CUST6806","Laptop","2025-04-16",2025,2,8,30816.21,246529.68,4
"ORD100457","CUST9543","Chair","2025-02-17",2025,1,2,45809.09,91618.18,6
"ORD100458","CUST6136","Chair","2025-03-20",2025,1,10,7127.33,71273.3,6
"ORD100459","CUST9131","Book","2025-04-28",2025,2,9,41434.83,372913.47,2
"ORD100460","CUST4317","Book","2025-04-17",2025,2,4,36242.41,144969.64,2
"ORD100461","CUST5702","Book","2025-07-11",2025,3,10,13908.48,139084.8,2
"ORD100462","CUST9379","Laptop","2025-03-22",2025,1,1,9009.36,9009.36,4
"ORD100463","CUST7664","Shoes","2025-04-25",2025,2,6,36021.08,216126.48,5
"ORD100464","CUST1710","Book","2025-09-17",2025,3,10,44045.66,440456.6,2
"ORD100465","CUST2680","Book","2025-07-30",2025,3,3,41596.85,124790.55,2
"ORD100466","CUST6783","Book","2025-08-25",2025,3,9,21020.37,189183.33,2
"ORD100467","CUST8039","Book","2025-05-27",2025,2,6,28483.33,170899.98,2
"ORD100468","CUST7564","Book","2025-12-23",2025,4,8,22060.38,176483.04,2
"ORD100469","CUST8899","Mobile","2025-04-15",2025,2,9,17074.46,153670.14,3
"ORD100470","CUST1453","Shoes","2025-05-05",2025,2,6,7136.1,42816.6,5
"ORD100471","CUST5363","Rice","2025-11-18",2025,4,4,33964.14,135856.56,1
"ORD100472","CUST8325","Chair","2025-03-19",2025,1,7,46331.16,324318.12,6
"ORD100473","CUST7374","Rice","2025-02-23",2025,1,10,27530.02,275300.2,1
"ORD100474","CUST3741","Laptop","2025-12-08",2025,4,2,24291.74,48583.48,4
"ORD100475","CUST4758","Laptop","2025-07-24",2025,3,5,13257.79,66288.95,4
"ORD100476","CUST1940","Shoes","2025-08-22",2025,3,10,16360.67,163606.7,5
"ORD100477","CUST3024","Laptop","2025-05-27",2025,2,6,40480.73,242884.38,4
"ORD100478","CUST7981","Chair","2025-10-09",2025,4,2,747.57,1495.14,6
"ORD100479","CUST9259","Laptop","2025-08-22",2025,3,2,35420.46,70840.92,4
"ORD100481","CUST4966","Chair","2025-08-26",2025,3,3,2762.18,8286.54,6
"ORD100482","CUST2632","Laptop","2025-01-07",2025,1,2,33800.83,67601.66,4
"ORD100483","CUST3723","Laptop","2025-02-16",2025,1,4,4113.4,16453.6,4
"ORD100484","CUST8322","Chair","2025-06-24",2025,2,10,24297.48,242974.8,6
"ORD100485","CUST9464","Book","2025-12-25",2025,4,9,5037.6,45338.4,2
"ORD100486","CUST4264","Mobile","2025-11-15",2025,4,8,34803.41,278427.28,3
"ORD100487","CUST8691","Shoes","2025-08-24",2025,3,9,9123.43,82110.87,5
"ORD100488","CUST7117","Chair","2025-02-22",2025,1,6,6567.81,39406.86,6
"ORD100489","CUST4167","Mobile","2025-08-24",2025,3,9,27766.56,249899.04,3
"ORD100490","CUST6969","Rice","2025-04-16",2025,2,5,33535.53,167677.65,1
"ORD100491","CUST9486","Shoes","2025-04-18",2025,2,9,48011.48,432103.32,5
"ORD100492","CUST2708","Book","2025-03-21",2025,1,9,21084.4,189759.6,2
"ORD100493","CUST1833","Book","2025-12-28",2025,4,3,37002.06,111006.18,2
"ORD100494","CUST8425","Laptop","2025-05-29",2025,2,3,33382.46,100147.38,4
"ORD100495","CUST3911","Shoes","2025-07-28",2025,3,5,16321.45,81607.25,5
"ORD100496","CUST2812","Chair","2025-05-29",2025,2,1,767.61,767.61,6
"ORD100497","CUST8000","Rice","2025-04-07",2025,2,8,18862.36,150898.88,1
"ORD100498","CUST6862","Chair","2025-12-31",2025,4,2,47693.33,95386.66,6
"ORD100499","CUST1616","Mobile","2025-08-24",2025,3,3,33234.99,99704.97,3
"ORD100500","CUST2835","Chair","2025-06-26",2025,2,9,7268.14,65413.26,6
"ORD100501","CUST7494","Mobile","2025-06-18",2025,2,10,10702.89,107028.9,3
"ORD100502","CUST8789","Book","2025-12-07",2025,4,2,13323.8,26647.6,2
"ORD100503","CUST4457","Laptop","2025-04-30",2025,2,4,27565.01,110260.04,4
"ORD100504","CUST6258","Mobile","2025-07-15",2025,3,1,40225.63,40225.63,3
"ORD100505","CUST9324","Chair","2025-09-06",2025,3,1,12494.97,12494.97,6
"ORD100506","CUST2027","Rice","2025-06-02",2025,2,3,40440.72,121322.16,1
"ORD100507","CUST9966","Laptop","2025-11-06",2025,4,10,25386.4,253864.0,4
"ORD100508","CUST3747","Laptop","2025-03-08",2025,1,3,7991.06,23973.18,4
"ORD100509","CUST9303","Mobile","2025-08-25",2025,3,9,41886.87,376981.83,3
"ORD100510","CUST9282","Laptop","2025-04-21",2025,2,10,7062.57,70625.7,4
"ORD100511","CUST1565","Book","2025-10-22",2025,4,10,8028.98,80289.8,2
"ORD100512","CUST6704","Chair","2025-10-29",2025,4,7,49735.32,348147.24,6
"ORD100513","CUST8023","Shoes","2025-10-24",2025,4,4,25461.32,101845.28,5
"ORD100514","CUST6860","Laptop","2025-08-09",2025,3,1,30210.72,30210.72,4
"ORD100515","CUST2661","Mobile","2025-02-12",2025,1,6,42150.74,252904.44,3
"ORD100516","CUST1316","Mobile","2025-05-12",2025,2,1,16249.69,16249.69,3
"ORD100517","CUST7283","Shoes","2025-05-09",2025,2,6,16403.01,98418.06,5
"ORD100518","CUST3089","Laptop","2025-12-16",2025,4,7,19933.44,139534.08,4
"ORD100519","CUST8947","Rice","2025-12-19",2025,4,3,48879.87,146639.61,1
"ORD100520","CUST9042","Chair","2025-11-09",2025,4,2,32458.06,64916.12,6
"ORD100521","CUST8907","Rice","2025-10-23",2025,4,9,32104.55,288940.95,1
"ORD100522","CUST6260","Laptop","2025-04-24",2025,2,3,35318.2,105954.6,4
"ORD100523","CUST9055","Mobile","2025-07-05",2025,3,1,47870.04,47870.04,3
"ORD100524","CUST3778","Shoes","2025-02-10",2025,1,1,47848.0,47848.0,5
"ORD100525","CUST1090","Shoes","2025-12-31",2025,4,7,751.97,5263.79,5
"ORD100526","CUST6706","Mobile","2025-02-14",2025,1,2,22666.98,45333.96,3
"ORD100527","CUST8200","Mobile","2025-03-27",2025,1,8,12225.23,97801.84,3
"ORD100528","CUST5010","Rice","2025-07-29",2025,3,7,17760.62,124324.34,1
"ORD100529","CUST5233","Book","2025-09-08",2025,3,6,8151.02,48906.12,2
"ORD100530","CUST4089","Shoes","2025-12-18",2025,4,9,12514.53,112630.77,5
"ORD100531","CUST7568","Rice","2025-05-15",2025,2,1,40250.63,40250.63,1
"ORD100532","CUST3835","Book","2025-09-20",2025,3,3,48031.9,144095.7,2
"ORD100533","CUST1124","Rice","2025-06-08",2025,2,8,45296.32,362370.56,1
"ORD100534","CUST8700","Mobile","2025-07-16",2025,3,5,25036.53,125182.65,3
"ORD100535","CUST2742","Rice","2025-04-05",2025,2,5,21466.01,107330.05,1
"ORD100536","CUST6394","Rice","2025-12-14",2025,4,2,28506.81,57013.62,1
"ORD100537","CUST9469","Chair","2025-01-30",2025,1,6,30698.79,184192.74,6
"ORD100538","CUST5133","Laptop","2025-08-09",2025,3,6,3230.47,19382.82,4
"ORD100539","CUST5535","Rice","2025-10-17",2025,4,6,13606.65,81639.9,1
"ORD100540","CUST1419","Rice","2025-06-12",2025,2,6,9146.39,54878.34,1
"ORD100541","CUST3972","Rice","2025-11-17",2025,4,9,26764.87,240883.83,1
"ORD100542","CUST2515","Shoes","2025-09-16",2025,3,7,6887.98,48215.86,5
"ORD100543","CUST2394","Rice","2025-06-30",2025,2,6,49889.13,299334.78,1
"ORD100544","CUST7033","Laptop","2025-11-21",2025,4,4,39050.88,156203.52,4
"ORD100545","CUST7824","Rice","2025-02-19",2025,1,1,14634.25,14634.25,1
"ORD100546","CUST2039","Mobile","2025-02-24",2025,1,7,33006.89,231048.23,3
"ORD100547","CUST4569","Laptop","2025-12-25",2025,4,9,46663.92,419975.28,4
"ORD100548","CUST7568","Shoes","2025-12-10",2025,4,9,3626.27,32636.43,5
"ORD100549","CUST1780","Book","2025-05-31",2025,2,8,13184.14,105473.12,2
"ORD100550","CUST5244","Rice","2025-03-27",2025,1,5,41509.54,207547.7,1
"ORD100551","CUST7188","Laptop","2025-09-26",2025,3,2,27044.74,54089.48,4
"ORD100552","CUST7042","Book","2025-06-08",2025,2,2,35113.98,70227.96,2
"ORD100553","CUST4646","Rice","2025-12-25",2025,4,5,38032.02,190160.1,1
"ORD100554","CUST3623","Mobile","2025-07-03",2025,3,9,37614.58,338531.22,3
"ORD100555","CUST1399","Book","2025-01-28",2025,1,4,18505.56,74022.24,2
"ORD100556","CUST2515","Mobile","2025-12-09",2025,4,6,21017.46,126104.76,3
"ORD100557","CUST7285","Book","2025-03-05",2025,1,8,1204.93,9639.44,2
"ORD100558","CUST1401","Rice","2025-10-02",2025,4,7,36390.58,254734.06,1
"ORD100559","CUST9458","Mobile","2025-05-09",2025,2,2,17302.3,34604.6,3
"ORD100560","CUST9612","Mobile","2025-10-22",2025,4,10,6613.42,66134.2,3
"ORD100561","CUST2520","Mobile","2025-01-11",2025,1,5,28280.37,141401.85,3
"ORD100562","CUST3001","Book","2025-09-07",2025,3,1,6150.86,6150.86,2
"ORD100563","CUST7491","Rice","2025-12-29",2025,4,4,26924.41,107697.64,1
"ORD100564","CUST3473","Book","2025-03-16",2025,1,3,6301.32,18903.96,2
"ORD100565","CUST6748","Book","2025-10-12",2025,4,10,39690.68,396906.8,2
"ORD100566","CUST4722","Chair","2025-10-23",2025,4,6,36327.94,217967.64,6
"ORD100567","CUST5431","Mobile","2025-01-20",2025,1,10,21547.89,215478.9,3
"ORD100568","CUST3316","Book","2025-04-13",2025,2,8,32749.76,261998.08,2
"ORD100569","CUST9510","Chair","2025-03-17",2025,1,10,43251.3,432513.0,6
"ORD100570","CUST9273","Chair","2025-03-08",2025,1,3,47748.45,143245.35,6
"ORD100571","CUST5206","Book","2025-12-22",2025,4,4,16276.94,65107.76,2
"ORD100572","CUST3820","Rice","2025-05-10",2025,2,9,11122.7,100104.3,1
"ORD100573","CUST5791","Shoes","2025-01-09",2025,1,2,39005.27,78010.54,5
"ORD100574","CUST2343","Mobile","2026-01-01",2026,1,6,16346.82,98080.92,3
"ORD100575","CUST6654","Mobile","2025-09-20",2025,3,4,3859.9,15439.6,3
"ORD100576","CUST8820","Laptop","2025-05-16",2025,2,6,49058.94,294353.64,4
"ORD100577","CUST9181","Mobile","2025-06-18",2025,2,7,413.2,2892.4,3
"ORD100578","CUST8098","Shoes","2025-03-09",2025,1,5,21555.12,107775.6,5
"ORD100579","CUST6006","Chair","2025-04-19",2025,2,5,37214.58,186072.9,6
"ORD100580","CUST1094","Mobile","2025-06-20",2025,2,10,21194.59,211945.9,3
"ORD100581","CUST1468","Shoes","2025-07-07",2025,3,8,44971.9,359775.2,5
"ORD100582","CUST6704","Shoes","2025-12-29",2025,4,4,26046.5,104186.0,5
"ORD100583","CUST1936","Mobile","2025-03-07",2025,1,3,43567.37,130702.11,3
"ORD100584","CUST8399","Book","2025-09-24",2025,3,5,19565.23,97826.15,2
"ORD100585","CUST8075","Shoes","2025-02-08",2025,1,5,7642.55,38212.75,5
"ORD100586","CUST8826","Mobile","2025-01-13",2025,1,7,22060.0,154420.0,3
"ORD100587","CUST9700","Laptop","2025-09-04",2025,3,2,20074.3,40148.6,4
"ORD100588","CUST8600","Book","2025-03-20",2025,1,2,5442.06,10884.12,2
"ORD100589","CUST8513","Mobile","2025-12-17",2025,4,6,38159.29,228955.74,3
"ORD100590","CUST8595","Laptop","2025-12-19",2025,4,1,18229.0,18229.0,4
"ORD100591","CUST9489","Book","2025-06-27",2025,2,2,14656.73,29313.46,2
"ORD100592","CUST7226","Mobile","2025-08-08",2025,3,3,1286.36,3859.08,3
"ORD100593","CUST1840","Laptop","2025-01-01",2025,1,2,11893.8,23787.6,4
"ORD100594","CUST9449","Shoes","2025-08-06",2025,3,2,11967.47,23934.94,5
"ORD100595","CUST3537","Chair","2025-04-17",2025,2,4,35411.73,141646.92,6
"ORD100596","CUST4041","Rice","2025-10-12",2025,4,1,15515.24,15515.24,1
"ORD100597","CUST4417","Mobile","2025-05-06",2025,2,9,697.87,6280.83,3
"ORD100598","CUST4099","Shoes","2025-08-04",2025,3,10,20857.23,208572.3,5
"ORD100599","CUST3107","Mobile","2025-03-28",2025,1,8,3595.82,28766.56,3
"ORD100601","CUST9111","Shoes","2025-04-02",2025,2,5,30620.75,153103.75,5
"ORD100602","CUST8813","Laptop","2025-09-05",2025,3,9,38955.26,350597.34,4
"ORD100603","CUST7221","Laptop","2025-08-04",2025,3,2,7534.68,15069.36,4
"ORD100604","CUST5899","Laptop","2025-07-28",2025,3,4,5789.5,23158.0,4
"ORD100605","CUST4483","Book","2025-07-27",2025,3,8,46278.59,370228.72,2
"ORD100606","CUST4438","Chair","2025-02-20",2025,1,2,14770.13,29540.26,6
"ORD100607","CUST9123","Rice","2025-10-21",2025,4,6,45095.75,270574.5,1
"ORD100608","CUST2364","Rice","2025-07-22",2025,3,8,10393.69,83149.52,1
"ORD100609","CUST6314","Rice","2025-02-20",2025,1,4,38952.78,155811.12,1
"ORD100610","CUST8128","Laptop","2025-11-23",2025,4,5,3414.17,17070.85,4
"ORD100611","CUST8583","Laptop","2025-12-21",2025,4,7,5129.02,35903.14,4
"ORD100612","CUST4488","Mobile","2025-04-09",2025,2,3,15846.45,47539.35,3
"ORD100613","CUST5178","Book","2025-06-01",2025,2,4,27448.01,109792.04,2
"ORD100614","CUST9217","Book","2025-05-06",2025,2,4,5518.35,22073.4,2
"ORD100615","CUST4150","Book","2025-03-26",2025,1,9,39988.02,359892.18,2
"ORD100616","CUST3751","Shoes","2025-12-10",2025,4,3,23079.96,69239.88,5
"ORD100617","CUST1991","Book","2025-06-04",2025,2,9,14044.67,126402.03,2
"ORD100618","CUST8124","Shoes","2025-07-14",2025,3,2,43693.36,87386.72,5
"ORD100619","CUST6678","Rice","2025-12-17",2025,4,2,14181.47,28362.94,1
"ORD100620","CUST8268","Shoes","2025-10-11",2025,4,4,28783.13,115132.52,5
"ORD100621","CUST1835","Chair","2025-12-25",2025,4,2,32432.65,64865.3,6
"ORD100622","CUST3497","Laptop","2025-05-11",2025,2,4,29976.58,119906.32,4
"ORD100623","CUST1452","Shoes","2025-02-13",2025,1,7,38029.64,266207.48,5
"ORD100624","CUST7416","Rice","2025-06-21",2025,2,10,48255.19,482551.9,1
"ORD100625","CUST4137","Laptop","2025-06-19",2025,2,9,27971.17,251740.53,4
"ORD100626","CUST8649","Rice","2025-11-26",2025,4,9,46756.46,420808.14,1
"ORD100627","CUST7361","Laptop","2025-02-02",2025,1,3,47466.18,142398.54,4
"ORD100628","CUST9567","Shoes","2025-06-13",2025,2,1,33193.9,33193.9,5
"ORD100629","CUST6432","Book","2025-05-16",2025,2,1,46021.88,46021.88,2
"ORD100630","CUST4934","Rice","2025-03-12",2025,1,7,45512.65,318588.55,1
"ORD100631","CUST6845","Chair","2025-09-04",2025,3,9,46924.58,422321.22,6
"ORD100632","CUST1252","Shoes","2025-03-02",2025,1,3,37343.19,112029.57,5
"ORD100633","CUST1994","Chair","2025-07-20",2025,3,10,14175.96,141759.6,6
"ORD100634","CUST9488","Shoes","2025-03-13",2025,1,8,7259.89,58079.12,5
"ORD100635","CUST9421","Chair","2025-11-20",2025,4,3,257.28,771.84,6
"ORD100636","CUST4810","Shoes","2025-05-10",2025,2,4,24291.82,97167.28,5
"ORD100637","CUST1106","Rice","2025-03-10",2025,1,2,25919.18,51838.36,1
"ORD100638","CUST9693","Rice","2025-03-27",2025,1,4,24382.42,97529.68,1
"ORD100639","CUST3004","Shoes","2025-05-08",2025,2,1,3971.35,3971.35,5
"ORD100640","CUST6421","Laptop","2025-10-13",2025,4,5,7739.33,38696.65,4
"ORD100641","CUST6345","Book","2025-06-14",2025,2,1,34302.92,34302.92,2
"ORD100642","CUST9384","Rice","2025-10-19",2025,4,1,20626.25,20626.25,1
"ORD100643","CUST9081","Laptop","2025-05-12",2025,2,9,39545.61,355910.49,4
"ORD100644","CUST6589","Chair","2025-09-18",2025,3,3,23490.33,70470.99,6
"ORD100645","CUST7844","Chair","2025-05-04",2025,2,6,22343.44,134060.64,6
"ORD100646","CUST4673","Shoes","2025-08-29",2025,3,5,16279.37,81396.85,5
"ORD100647","CUST7504","Laptop","2025-12-14",2025,4,4,26566.32,106265.28,4
